order_id,passenger_price,recommended_price,price_increase_percent,is_done
7862525042,150.0,210,+40.0%,cancel
7862525359,200.0,240,+20.0%,done
7862529477,150.0,185,+23.3%,done
7862530342,400.0,540,+35.0%,done
7862530893,250.0,315,+26.0%,done
7862531155,250.0,315,+26.0%,done
7862532898,200.0,245,+22.5%,cancel
7862533269,140.0,170,+21.4%,cancel
7862533840,150.0,180,+20.0%,cancel
7862534647,150.0,225,+50.0%,cancel
7862535096,250.0,315,+26.0%,done
7862535096,250.0,315,+26.0%,done
7862535155,150.0,185,+23.3%,cancel
7862535310,250.0,315,+26.0%,done
7862535478,150.0,190,+26.7%,cancel
7862535571,180.0,260,+44.4%,cancel
7862535804,150.0,185,+23.3%,cancel
7862536857,150.0,200,+33.3%,cancel
7862537025,200.0,240,+20.0%,done
7862537653,450.0,630,+40.0%,done
7862537678,150.0,200,+33.3%,cancel
7862539067,180.0,220,+22.2%,done
7862539354,250.0,320,+28.0%,done
7862541506,150.0,200,+33.3%,cancel
7862542519,150.0,200,+33.3%,cancel
7862543702,170.0,230,+35.3%,done
7862543710,200.0,280,+40.0%,done
7862543977,200.0,245,+22.5%,cancel
7862544306,200.0,245,+22.5%,cancel
7862545042,200.0,250,+25.0%,done
7862546192,250.0,320,+28.0%,done
7862546491,200.0,270,+35.0%,done
7862547396,150.0,180,+20.0%,cancel
7862547396,150.0,180,+20.0%,cancel
7862547418,300.0,380,+26.7%,done
7862547956,250.0,320,+28.0%,done
7862549418,150.0,180,+20.0%,cancel
7862549418,150.0,180,+20.0%,done
7862550260,150.0,180,+20.0%,done
7862550754,250.0,315,+26.0%,done
7862550754,250.0,315,+26.0%,done
7862551577,200.0,270,+35.0%,done
7862551590,170.0,220,+29.4%,done
7862551590,170.0,220,+29.4%,done
7862551972,150.0,180,+20.0%,cancel
7862551972,150.0,180,+20.0%,cancel
7862552209,200.0,270,+35.0%,cancel
7862552209,200.0,270,+35.0%,done
7862552329,200.0,255,+27.5%,done
7862552329,200.0,255,+27.5%,done
7862552888,150.0,200,+33.3%,cancel
7862555769,200.0,250,+25.0%,done
7862555827,200.0,240,+20.0%,cancel
7862557254,200.0,260,+30.0%,done
7862558327,100.0,140,+40.0%,cancel
7862559022,170.0,210,+23.5%,cancel
7862559118,300.0,380,+26.7%,done
7862559390,250.0,320,+28.0%,cancel
7862561318,150.0,190,+26.7%,cancel
7862561318,150.0,190,+26.7%,cancel
7862562341,200.0,240,+20.0%,done
7862564079,200.0,270,+35.0%,cancel
7862564079,200.0,270,+35.0%,cancel
7862564589,220.0,290,+31.8%,done
7862564589,220.0,290,+31.8%,done
7862565405,200.0,240,+20.0%,done
7862565405,200.0,240,+20.0%,done
7862565477,150.0,220,+46.7%,cancel
7862566610,150.0,200,+33.3%,cancel
7862566610,150.0,200,+33.3%,cancel
7862566720,250.0,315,+26.0%,done
7862566720,250.0,315,+26.0%,done
7862567191,200.0,285,+42.5%,cancel
7862568810,200.0,250,+25.0%,done
7862568881,250.0,320,+28.0%,done
7862569652,180.0,220,+22.2%,done
7862569698,200.0,240,+20.0%,done
7862569763,150.0,185,+23.3%,cancel
7862570294,150.0,180,+20.0%,cancel
7862571424,150.0,180,+20.0%,cancel
7862571424,150.0,180,+20.0%,cancel
7862572549,150.0,190,+26.7%,cancel
7862572938,150.0,180,+20.0%,cancel
7862573181,200.0,240,+20.0%,cancel
7862573181,200.0,240,+20.0%,done
7862573326,220.0,280,+27.3%,done
7862573595,150.0,210,+40.0%,cancel
7862574138,150.0,200,+33.3%,cancel
7862574821,200.0,240,+20.0%,cancel
7862574821,200.0,240,+20.0%,done
7862575117,120.0,170,+41.7%,cancel
7862575770,150.0,190,+26.7%,done
7862575938,150.0,210,+40.0%,cancel
7862576755,150.0,210,+40.0%,cancel
7862577587,200.0,240,+20.0%,done
7862577992,170.0,210,+23.5%,done
7862579260,200.0,270,+35.0%,done
7862579633,200.0,250,+25.0%,cancel
7862579944,200.0,250,+25.0%,done
7862580724,150.0,190,+26.7%,cancel
7862581448,150.0,190,+26.7%,cancel
7862581691,150.0,190,+26.7%,cancel
7862583784,150.0,190,+26.7%,cancel
7862583784,150.0,190,+26.7%,done
7862584337,200.0,250,+25.0%,done
7862584522,300.0,390,+30.0%,done
7862586426,150.0,190,+26.7%,cancel
7862586514,150.0,190,+26.7%,done
7862586541,200.0,250,+25.0%,done
7862586679,200.0,240,+20.0%,done
7862586679,200.0,240,+20.0%,done
7862589598,150.0,190,+26.7%,done
7862591018,250.0,325,+30.0%,done
7862591586,100.0,140,+40.0%,cancel
7862592187,150.0,220,+46.7%,cancel
7862593353,170.0,210,+23.5%,done
7862594219,200.0,260,+30.0%,done
7862594263,150.0,190,+26.7%,cancel
7862595223,250.0,360,+44.0%,cancel
7862595925,170.0,240,+41.2%,done
7862597596,200.0,330,+65.0%,cancel
7862597596,200.0,330,+65.0%,cancel
7862598514,500.0,660,+32.0%,cancel
7862601227,250.0,330,+32.0%,done
7862602140,150.0,210,+40.0%,cancel
7862602387,200.0,330,+65.0%,cancel
7862604848,250.0,350,+40.0%,done
7862610374,180.0,270,+50.0%,cancel
7862610438,200.0,330,+65.0%,cancel
7862610730,200.0,265,+32.5%,done
7862612199,150.0,210,+40.0%,cancel
7862612679,300.0,430,+43.3%,done
7862613204,200.0,300,+50.0%,done
7862613204,200.0,300,+50.0%,cancel
7862614099,150.0,210,+40.0%,cancel
7862614517,200.0,275,+37.5%,done
7862614517,200.0,275,+37.5%,done
7862615135,150.0,240,+60.0%,cancel
7862616059,200.0,265,+32.5%,done
7862616473,300.0,430,+43.3%,done
7862617099,250.0,380,+52.0%,done
7862617375,150.0,210,+40.0%,done
7862620274,150.0,210,+40.0%,cancel
7862620274,150.0,210,+40.0%,done
7862620573,200.0,320,+60.0%,cancel
7862620708,300.0,420,+40.0%,done
7862621020,220.0,355,+61.4%,cancel
7862621264,200.0,335,+67.5%,cancel
7862622043,100.0,140,+40.0%,cancel
7862623073,200.0,265,+32.5%,done
7862623733,150.0,210,+40.0%,done
7862624317,180.0,260,+44.4%,cancel
7862624317,180.0,260,+44.4%,cancel
7862624549,300.0,430,+43.3%,done
7862624549,300.0,430,+43.3%,done
7862625309,250.0,390,+56.0%,done
7862625449,250.0,330,+32.0%,done
7862625877,200.0,340,+70.0%,cancel
7862626502,250.0,370,+48.0%,done
7862627437,150.0,210,+40.0%,cancel
7862628219,200.0,265,+32.5%,cancel
7862628355,200.0,310,+55.0%,cancel
7862629515,160.0,220,+37.5%,cancel
7862629897,150.0,210,+40.0%,cancel
7862632043,150.0,210,+40.0%,done
7862632089,200.0,290,+45.0%,done
7862632174,250.0,410,+64.0%,done
7862632781,300.0,430,+43.3%,done
7862633477,150.0,210,+40.0%,cancel
7862633832,150.0,240,+60.0%,cancel
7862634956,250.0,450,+80.0%,cancel
7862635443,200.0,300,+50.0%,cancel
7862636663,300.0,430,+43.3%,done
7862637123,350.0,630,+80.0%,cancel
7862637759,150.0,210,+40.0%,cancel
7862638273,200.0,280,+40.0%,done
7862638455,200.0,340,+70.0%,cancel
7862638550,150.0,210,+40.0%,cancel
7862638941,200.0,300,+50.0%,cancel
7862639180,200.0,340,+70.0%,cancel
7862639561,200.0,280,+40.0%,done
7862639925,180.0,280,+55.6%,cancel
7862640042,150.0,210,+40.0%,cancel
7862640811,300.0,450,+50.0%,cancel
7862641001,180.0,280,+55.6%,done
7862641019,150.0,210,+40.0%,cancel
7862641019,150.0,210,+40.0%,cancel
7862641032,150.0,240,+60.0%,cancel
7862641232,250.0,330,+32.0%,done
7862641844,250.0,330,+32.0%,done
7862641960,150.0,210,+40.0%,cancel
7862643201,200.0,250,+25.0%,cancel
7862643538,250.0,350,+40.0%,done
7862643538,250.0,350,+40.0%,done
7862644838,150.0,200,+33.3%,cancel
7862646444,200.0,280,+40.0%,cancel
7862647040,200.0,280,+40.0%,cancel
7862647081,150.0,200,+33.3%,cancel
7862647598,200.0,280,+40.0%,done
7862647668,250.0,360,+44.0%,done
7862648047,150.0,200,+33.3%,cancel
7862650535,150.0,200,+33.3%,cancel
7862652047,180.0,250,+38.9%,done
7862652293,180.0,230,+27.8%,done
7862652935,250.0,330,+32.0%,done
7862653266,200.0,360,+80.0%,cancel
7862655103,250.0,360,+44.0%,done
7862657510,150.0,200,+33.3%,cancel
7862659210,150.0,200,+33.3%,cancel
7862661328,250.0,330,+32.0%,done
7862664411,200.0,270,+35.0%,done
7862664790,200.0,285,+42.5%,cancel
7862666479,250.0,330,+32.0%,done
7862668988,250.0,330,+32.0%,done
7862687769,300.0,430,+43.3%,done
7862730817,200.0,280,+40.0%,done
7862731467,200.0,280,+40.0%,cancel
7862771575,200.0,310,+55.0%,cancel
7862774669,200.0,290,+45.0%,done
7862778876,220.0,300,+36.4%,done
7862780689,250.0,360,+44.0%,done
7862783405,150.0,210,+40.0%,cancel
7862784490,200.0,270,+35.0%,done
7862786741,150.0,240,+60.0%,cancel
7862788146,1000.0,1300,+30.0%,done
7862788146,1000.0,1300,+30.0%,done
7862788704,200.0,285,+42.5%,done
7862789191,150.0,210,+40.0%,cancel
7862792207,200.0,310,+55.0%,cancel
7862793711,200.0,270,+35.0%,cancel
7862793992,150.0,210,+40.0%,done
7862794082,150.0,240,+60.0%,done
7862798814,250.0,325,+30.0%,done
7862804269,200.0,250,+25.0%,done
7862805659,150.0,215,+43.3%,cancel
7862805725,160.0,260,+62.5%,cancel
7862805725,160.0,260,+62.5%,cancel
7862805725,160.0,260,+62.5%,cancel
7862805771,250.0,310,+24.0%,done
7862806498,200.0,260,+30.0%,done
7862806500,250.0,310,+24.0%,done
7862806500,250.0,310,+24.0%,done
7862807350,250.0,310,+24.0%,done
7862807352,150.0,210,+40.0%,done
7862810177,180.0,230,+27.8%,cancel
7862810194,180.0,250,+38.9%,done
7862810855,150.0,190,+26.7%,cancel
7862810869,250.0,330,+32.0%,done
7862813200,180.0,230,+27.8%,done
7862813200,180.0,230,+27.8%,done
7862813654,420.0,610,+45.2%,cancel
7862814012,200.0,250,+25.0%,done
7862814128,250.0,335,+34.0%,done
7862815408,200.0,260,+30.0%,done
7862816194,300.0,490,+63.3%,cancel
7862817608,150.0,190,+26.7%,done
7862817663,250.0,310,+24.0%,done
7862819870,150.0,190,+26.7%,cancel
7862820249,200.0,260,+30.0%,done
7862820742,200.0,250,+25.0%,done
7862820964,150.0,200,+33.3%,cancel
7862823401,150.0,200,+33.3%,cancel
7862824597,200.0,250,+25.0%,done
7862824662,150.0,235,+56.7%,cancel
7862826882,180.0,220,+22.2%,done
7862827283,200.0,250,+25.0%,done
7862827303,150.0,200,+33.3%,done
7862828350,170.0,210,+23.5%,done
7862828383,200.0,250,+25.0%,done
7862832175,150.0,210,+40.0%,cancel
7862832175,150.0,210,+40.0%,cancel
7862832241,200.0,250,+25.0%,done
7862832389,150.0,190,+26.7%,cancel
7862833129,250.0,330,+32.0%,done
7862834481,150.0,190,+26.7%,cancel
7862834488,150.0,190,+26.7%,cancel
7862834488,150.0,190,+26.7%,cancel
7862834569,170.0,210,+23.5%,done
7862835138,150.0,200,+33.3%,cancel
7862835138,150.0,200,+33.3%,done
7862836277,150.0,210,+40.0%,cancel
7862836277,150.0,210,+40.0%,cancel
7862836404,180.0,250,+38.9%,done
7862836607,180.0,220,+22.2%,done
7862836842,200.0,260,+30.0%,done
7862837888,200.0,250,+25.0%,done
7862839434,150.0,190,+26.7%,cancel
7862839434,150.0,190,+26.7%,cancel
7862839740,150.0,210,+40.0%,done
7862841269,210.0,290,+38.1%,done
7862841324,180.0,220,+22.2%,done
7862844109,150.0,210,+40.0%,cancel
7862844143,150.0,190,+26.7%,done
7862844143,150.0,190,+26.7%,cancel
7862844498,150.0,190,+26.7%,cancel
7862844498,150.0,190,+26.7%,cancel
7862846026,180.0,220,+22.2%,done
7862846618,250.0,325,+30.0%,done
7862846693,200.0,260,+30.0%,cancel
7862847302,200.0,250,+25.0%,done
7862848235,100.0,140,+40.0%,cancel
7862848777,200.0,250,+25.0%,done
7862849096,150.0,190,+26.7%,done
7862849550,200.0,270,+35.0%,cancel
7862849773,150.0,210,+40.0%,cancel
7862850005,180.0,270,+50.0%,done
7862850015,150.0,210,+40.0%,cancel
7862850946,200.0,250,+25.0%,done
7862851023,250.0,335,+34.0%,done
7862851055,200.0,300,+50.0%,done
7862851316,150.0,190,+26.7%,cancel
7862851970,180.0,230,+27.8%,cancel
7862855215,150.0,210,+40.0%,cancel
7862855264,150.0,190,+26.7%,cancel
7862855908,160.0,200,+25.0%,done
7862857905,150.0,190,+26.7%,done
7862858523,150.0,210,+40.0%,cancel
7862860809,150.0,190,+26.7%,cancel
7862861040,150.0,200,+33.3%,cancel
7862862029,150.0,210,+40.0%,cancel
7862862075,150.0,215,+43.3%,cancel
7862862464,150.0,200,+33.3%,cancel
7862862608,200.0,300,+50.0%,cancel
7862863082,200.0,300,+50.0%,cancel
7862863816,400.0,640,+60.0%,cancel
7862863942,200.0,250,+25.0%,done
7862866078,150.0,190,+26.7%,done
7862866526,150.0,190,+26.7%,cancel
7862866526,150.0,190,+26.7%,cancel
7862866603,150.0,210,+40.0%,cancel
7862866603,150.0,210,+40.0%,done
7862866862,150.0,210,+40.0%,cancel
7862867792,300.0,370,+23.3%,cancel
7862868320,200.0,280,+40.0%,done
7862868398,200.0,300,+50.0%,cancel
7862868639,200.0,250,+25.0%,cancel
7862871001,200.0,250,+25.0%,cancel
7862871340,200.0,250,+25.0%,done
7862872140,200.0,250,+25.0%,done
7862872142,100.0,140,+40.0%,done
7862873147,150.0,190,+26.7%,cancel
7862874249,150.0,210,+40.0%,cancel
7862877756,200.0,250,+25.0%,done
7862877964,150.0,190,+26.7%,cancel
7862879413,200.0,250,+25.0%,done
7862879829,180.0,280,+55.6%,done
7862880198,300.0,400,+33.3%,done
7862881400,200.0,290,+45.0%,cancel
7862881695,200.0,250,+25.0%,done
7862882375,180.0,220,+22.2%,done
7862885126,150.0,210,+40.0%,done
7862887061,150.0,210,+40.0%,done
7862887061,150.0,210,+40.0%,cancel
7862889012,200.0,250,+25.0%,cancel
7862889756,200.0,260,+30.0%,done
7862890380,150.0,190,+26.7%,cancel
7862891202,200.0,250,+25.0%,cancel
7862891202,200.0,250,+25.0%,cancel
7862892317,150.0,190,+26.7%,cancel
7862892596,150.0,190,+26.7%,done
7862892925,200.0,250,+25.0%,done
7862893105,150.0,190,+26.7%,cancel
7862893859,150.0,190,+26.7%,cancel
7862894027,250.0,325,+30.0%,done
7862896063,200.0,250,+25.0%,done
7862896086,160.0,190,+18.8%,cancel
7862896172,200.0,250,+25.0%,done
7862897071,200.0,260,+30.0%,done
7862898193,150.0,190,+26.7%,cancel
7862899386,150.0,190,+26.7%,cancel
7862899680,200.0,270,+35.0%,done
7862904335,150.0,230,+53.3%,cancel
7862905663,250.0,330,+32.0%,done
7862908209,350.0,420,+20.0%,done
7862909055,200.0,280,+40.0%,done
7862910998,150.0,190,+26.7%,done
7862916665,230.0,290,+26.1%,done
7862917264,200.0,250,+25.0%,done
7862917625,150.0,185,+23.3%,cancel
7862917926,150.0,190,+26.7%,done
7862918021,150.0,190,+26.7%,cancel
7862918575,200.0,240,+20.0%,done
7862918681,170.0,220,+29.4%,done
7862921033,150.0,190,+26.7%,cancel
7862922026,150.0,190,+26.7%,cancel
7862923251,150.0,190,+26.7%,done
7862924154,150.0,210,+40.0%,cancel
7862924487,220.0,290,+31.8%,done
7862926663,200.0,240,+20.0%,done
7862926833,350.0,470,+34.3%,done
7862932264,200.0,270,+35.0%,cancel
7862933314,150.0,185,+23.3%,done
7862934686,180.0,230,+27.8%,cancel
7862935733,150.0,210,+40.0%,done
7862936058,250.0,320,+28.0%,done
7862937736,300.0,380,+26.7%,done
7862938141,150.0,190,+26.7%,cancel
7862938141,150.0,190,+26.7%,done
7862938724,150.0,190,+26.7%,cancel
7862938823,200.0,270,+35.0%,cancel
7862938968,150.0,200,+33.3%,cancel
7862939082,150.0,180,+20.0%,done
7862939082,150.0,180,+20.0%,cancel
7862940554,100.0,140,+40.0%,done
7862941007,200.0,255,+27.5%,cancel
7862941800,150.0,200,+33.3%,cancel
7862942039,300.0,380,+26.7%,done
7862942846,200.0,240,+20.0%,done
7862944260,200.0,260,+30.0%,cancel
7862948073,180.0,220,+22.2%,done
7862948073,180.0,220,+22.2%,cancel
7862948189,250.0,320,+28.0%,done
7862949110,150.0,180,+20.0%,cancel
7862953728,150.0,220,+46.7%,cancel
7862954780,200.0,260,+30.0%,cancel
7862955426,200.0,255,+27.5%,cancel
7862955426,200.0,255,+27.5%,done
7862955528,150.0,210,+40.0%,cancel
7862956870,250.0,315,+26.0%,done
7862957372,150.0,180,+20.0%,cancel
7862957970,250.0,320,+28.0%,cancel
7862959007,200.0,270,+35.0%,cancel
7862959127,200.0,260,+30.0%,done
7862959236,200.0,250,+25.0%,done
7862960092,180.0,220,+22.2%,done
7862960808,170.0,220,+29.4%,done
7862961815,250.0,330,+32.0%,done
7862963233,200.0,240,+20.0%,cancel
7862968240,200.0,250,+25.0%,cancel
7862970697,200.0,240,+20.0%,done
7862970697,200.0,240,+20.0%,cancel
7862972056,150.0,180,+20.0%,cancel
7862973514,150.0,180,+20.0%,cancel
7862974588,150.0,180,+20.0%,cancel
7862974588,150.0,180,+20.0%,cancel
7862975583,150.0,185,+23.3%,cancel
7862975899,150.0,185,+23.3%,cancel
7862976250,200.0,240,+20.0%,done
7862976547,250.0,320,+28.0%,done
7862976631,150.0,185,+23.3%,cancel
7862978048,200.0,270,+35.0%,cancel
7862978385,150.0,185,+23.3%,cancel
7862978669,200.0,270,+35.0%,cancel
7862982827,150.0,180,+20.0%,cancel
7862982827,150.0,180,+20.0%,cancel
7862983547,200.0,250,+25.0%,cancel
7862983744,150.0,200,+33.3%,cancel
7862987872,200.0,270,+35.0%,cancel
7862989840,250.0,320,+28.0%,done
7862990141,200.0,240,+20.0%,done
7862990408,220.0,290,+31.8%,done
7862990755,150.0,185,+23.3%,cancel
7862991037,150.0,185,+23.3%,cancel
7862991317,150.0,185,+23.3%,cancel
7862991317,150.0,185,+23.3%,cancel
7862991317,150.0,185,+23.3%,cancel
7862991325,200.0,260,+30.0%,done
7862991325,200.0,260,+30.0%,cancel
7862992179,200.0,270,+35.0%,cancel
7862992438,150.0,180,+20.0%,cancel
7862992466,150.0,180,+20.0%,cancel
7862992757,200.0,250,+25.0%,done
7862992757,200.0,250,+25.0%,cancel
7862994192,150.0,220,+46.7%,cancel
7862994192,150.0,220,+46.7%,cancel
7862994192,150.0,220,+46.7%,cancel
7862994470,200.0,275,+37.5%,cancel
7862995518,150.0,190,+26.7%,cancel
7862995518,150.0,190,+26.7%,cancel
7862997293,100.0,140,+40.0%,cancel
7862998126,150.0,200,+33.3%,cancel
7862999432,200.0,270,+35.0%,cancel
7862999484,200.0,240,+20.0%,done
7863000540,150.0,180,+20.0%,done
7863000540,150.0,180,+20.0%,cancel
7863000660,150.0,180,+20.0%,cancel
7863000835,150.0,180,+20.0%,cancel
7863001046,250.0,330,+32.0%,done
7863001677,200.0,240,+20.0%,done
7863002645,120.0,155,+29.2%,cancel
7863003582,160.0,210,+31.2%,cancel
7863004125,150.0,180,+20.0%,cancel
7863004125,150.0,180,+20.0%,cancel
7863004869,160.0,210,+31.2%,cancel
7863005286,150.0,185,+23.3%,cancel
7863005747,150.0,185,+23.3%,cancel
7863006233,150.0,185,+23.3%,done
7863007053,250.0,340,+36.0%,done
7863007349,150.0,180,+20.0%,cancel
7863007349,150.0,180,+20.0%,cancel
7863008825,150.0,180,+20.0%,cancel
7863008825,150.0,180,+20.0%,cancel
7863012146,150.0,180,+20.0%,cancel
7863012146,150.0,180,+20.0%,cancel
7863012639,150.0,180,+20.0%,cancel
7863014138,200.0,250,+25.0%,done
7863015226,150.0,180,+20.0%,cancel
7863016279,150.0,180,+20.0%,cancel
7863016402,200.0,250,+25.0%,done
7863017015,250.0,320,+28.0%,done
7863017406,200.0,250,+25.0%,cancel
7863017448,150.0,180,+20.0%,cancel
7863017786,150.0,180,+20.0%,cancel
7863018472,150.0,190,+26.7%,cancel
7863020328,150.0,200,+33.3%,cancel
7863021064,150.0,180,+20.0%,cancel
7863022707,200.0,250,+25.0%,cancel
7863024797,150.0,180,+20.0%,cancel
7863024797,150.0,180,+20.0%,cancel
7863024797,150.0,180,+20.0%,cancel
7863024954,150.0,180,+20.0%,cancel
7863025018,200.0,245,+22.5%,done
7863025132,150.0,200,+33.3%,cancel
7863025132,150.0,200,+33.3%,cancel
7863026580,130.0,170,+30.8%,cancel
7863027486,150.0,180,+20.0%,cancel
7863027498,150.0,180,+20.0%,cancel
7863027824,150.0,200,+33.3%,cancel
7863027967,200.0,250,+25.0%,done
7863028328,290.0,370,+27.6%,done
7863028354,150.0,215,+43.3%,cancel
7863028475,200.0,245,+22.5%,done
7863029177,220.0,290,+31.8%,done
7863029177,220.0,290,+31.8%,done
7863029524,200.0,240,+20.0%,done
7863029823,200.0,250,+25.0%,done
7863031375,150.0,185,+23.3%,cancel
7863032755,150.0,185,+23.3%,done
7863032755,150.0,185,+23.3%,cancel
7863032755,150.0,185,+23.3%,cancel
7863033926,250.0,320,+28.0%,done
7863034279,250.0,320,+28.0%,done
7863034889,150.0,180,+20.0%,cancel
7863036611,150.0,180,+20.0%,done
7863038592,150.0,200,+33.3%,cancel
7863039124,150.0,180,+20.0%,cancel
7863039473,250.0,315,+26.0%,cancel
7863039779,150.0,180,+20.0%,cancel
7863039968,180.0,230,+27.8%,done
7863040097,280.0,350,+25.0%,cancel
7863042026,200.0,260,+30.0%,done
7863044022,190.0,230,+21.1%,done
7863044577,150.0,180,+20.0%,cancel
7863044577,150.0,180,+20.0%,cancel
7863046815,150.0,180,+20.0%,cancel
7863046815,150.0,180,+20.0%,cancel
7863047441,150.0,180,+20.0%,cancel
7863047441,150.0,180,+20.0%,cancel
7863047480,200.0,240,+20.0%,done
7863047761,150.0,180,+20.0%,done
7863051049,250.0,320,+28.0%,done
7863053634,150.0,200,+33.3%,cancel
7863053634,150.0,200,+33.3%,cancel
7863055378,180.0,230,+27.8%,done
7863056206,150.0,200,+33.3%,cancel
7863056206,150.0,200,+33.3%,cancel
7863056710,190.0,250,+31.6%,done
7863056710,190.0,250,+31.6%,done
7863057029,180.0,230,+27.8%,done
7863057149,200.0,245,+22.5%,done
7863062420,200.0,245,+22.5%,cancel
7863063376,300.0,380,+26.7%,cancel
7863064279,250.0,320,+28.0%,done
7863065808,200.0,250,+25.0%,done
7863067491,150.0,180,+20.0%,cancel
7863067512,150.0,200,+33.3%,cancel
7863069585,150.0,200,+33.3%,cancel
7863070589,250.0,330,+32.0%,done
7863070589,250.0,330,+32.0%,done
7863071109,200.0,270,+35.0%,cancel
7863071482,150.0,200,+33.3%,done
7863071589,150.0,180,+20.0%,cancel
7863071589,150.0,180,+20.0%,cancel
7863073148,150.0,180,+20.0%,cancel
7863073148,150.0,180,+20.0%,cancel
7863073471,250.0,300,+20.0%,done
7863073820,200.0,240,+20.0%,done
7863073889,250.0,320,+28.0%,done
7863074326,200.0,245,+22.5%,cancel
7863074421,170.0,200,+17.6%,done
7863076215,150.0,190,+26.7%,cancel
7863076531,250.0,300,+20.0%,done
7863079645,250.0,320,+28.0%,done
7863080144,120.0,160,+33.3%,cancel
7863080156,150.0,180,+20.0%,cancel
7863080216,180.0,220,+22.2%,done
7863082644,100.0,140,+40.0%,cancel
7863082825,150.0,210,+40.0%,cancel
7863083308,270.0,345,+27.8%,cancel
7863083740,150.0,185,+23.3%,cancel
7863084255,150.0,185,+23.3%,cancel
7863084255,150.0,185,+23.3%,cancel
7863084818,180.0,220,+22.2%,done
7863085155,150.0,185,+23.3%,cancel
7863085155,150.0,185,+23.3%,done
7863085956,150.0,200,+33.3%,cancel
7863087100,150.0,190,+26.7%,cancel
7863088399,250.0,320,+28.0%,done
7863088399,250.0,320,+28.0%,done
7863089900,150.0,270,+80.0%,cancel
7863090512,180.0,230,+27.8%,done
7863091512,150.0,220,+46.7%,cancel
7863092024,200.0,260,+30.0%,cancel
7863092024,200.0,260,+30.0%,cancel
7863092703,150.0,200,+33.3%,cancel
7863093216,200.0,270,+35.0%,cancel
7863093296,150.0,200,+33.3%,cancel
7863093411,150.0,180,+20.0%,cancel
7863094148,200.0,250,+25.0%,cancel
7863095163,200.0,270,+35.0%,cancel
7863096716,200.0,275,+37.5%,cancel
7863096962,150.0,200,+33.3%,cancel
7863096999,180.0,220,+22.2%,cancel
7863097348,200.0,250,+25.0%,done
7863098697,150.0,185,+23.3%,cancel
7863098952,150.0,180,+20.0%,cancel
7863099202,150.0,185,+23.3%,cancel
7863099947,200.0,250,+25.0%,done
7863102986,150.0,200,+33.3%,cancel
7863102986,150.0,200,+33.3%,cancel
7863103055,150.0,200,+33.3%,cancel
7863104002,250.0,320,+28.0%,cancel
7863105175,200.0,250,+25.0%,done
7863106126,200.0,290,+45.0%,cancel
7863107558,200.0,270,+35.0%,cancel
7863109421,150.0,190,+26.7%,cancel
7863109705,150.0,190,+26.7%,cancel
7863110494,200.0,240,+20.0%,done
7863111009,250.0,325,+30.0%,cancel
7863112453,200.0,240,+20.0%,done
7863114129,250.0,400,+60.0%,done
7863114395,200.0,250,+25.0%,done
7863115596,150.0,190,+26.7%,cancel
7863115596,150.0,190,+26.7%,cancel
7863115621,250.0,320,+28.0%,done
7863116061,150.0,190,+26.7%,cancel
7863117584,200.0,290,+45.0%,cancel
7863117590,250.0,325,+30.0%,cancel
7863117743,250.0,300,+20.0%,done
7863117743,250.0,300,+20.0%,done
7863118237,200.0,250,+25.0%,done
7863118887,150.0,190,+26.7%,cancel
7863120697,150.0,210,+40.0%,cancel
7863120697,150.0,210,+40.0%,cancel
7863121003,150.0,190,+26.7%,cancel
7863122460,260.0,340,+30.8%,done
7863124262,150.0,190,+26.7%,cancel
7863125029,180.0,220,+22.2%,done
7863125416,250.0,325,+30.0%,done
7863125416,250.0,325,+30.0%,done
7863126301,250.0,325,+30.0%,done
7863129222,150.0,210,+40.0%,cancel
7863130915,400.0,530,+32.5%,done
7863131473,200.0,310,+55.0%,cancel
7863132721,170.0,230,+35.3%,cancel
7863134011,200.0,330,+65.0%,cancel
7863134054,190.0,250,+31.6%,done
7863136675,250.0,350,+40.0%,done
7863138322,170.0,240,+41.2%,cancel
7863138547,150.0,210,+40.0%,cancel
7863138981,150.0,270,+80.0%,cancel
7863139955,200.0,265,+32.5%,done
7863140647,200.0,280,+40.0%,done
7863141900,150.0,240,+60.0%,cancel
7863143299,500.0,840,+68.0%,done
7863144267,250.0,370,+48.0%,done
7863146252,180.0,245,+36.1%,done
7863147870,200.0,280,+40.0%,done
7863148419,250.0,330,+32.0%,done
7863149937,200.0,265,+32.5%,done
7863151458,200.0,300,+50.0%,done
7863152351,180.0,280,+55.6%,done
7863153354,200.0,290,+45.0%,done
7863155555,150.0,210,+40.0%,cancel
7863156391,150.0,210,+40.0%,cancel
7863157799,150.0,210,+40.0%,cancel
7863162631,150.0,240,+60.0%,cancel
7863162751,100.0,140,+40.0%,cancel
7863162863,220.0,345,+56.8%,cancel
7863162863,220.0,345,+56.8%,cancel
7863163645,250.0,360,+44.0%,done
7863164435,200.0,340,+70.0%,cancel
7863164730,200.0,320,+60.0%,cancel
7863166043,200.0,340,+70.0%,done
7863166202,300.0,430,+43.3%,done
7863167020,150.0,210,+40.0%,cancel
7863167396,200.0,280,+40.0%,done
7863167982,150.0,210,+40.0%,cancel
7863168282,180.0,240,+33.3%,done
7863168485,200.0,275,+37.5%,done
7863169913,200.0,290,+45.0%,done
7863170008,250.0,390,+56.0%,done
7863170306,300.0,430,+43.3%,done
7863170490,150.0,210,+40.0%,cancel
7863171022,300.0,400,+33.3%,done
